STATEFP,COUNTYFP,TRACTCE,GEOID,NAME_x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME_y,GEO_ID,white_popu,non-hispan,black_popu,asian_popu,hispanic_p,total_popu,median_hou,per_capita,built_age,less_highs,bachelor,totaleduca,male_und18,female_und,male65_66,male67_69,male70_74,male75_79,male80_84,male85_,fema_65_66,fema_67_69,fema70_74,fema75_79,fema80_84,fema85_,state,county,tract
42,101,016902,42101016902,169.02,Census Tract 169.02,G5020,S,563691,0,+39.9939856,-075.1831934,"Census Tract 169.02, Philadelphia County, Pennsylvania",1400000US42101016902,106,106,4655,0,240,4823,19749,12441,2911,654,147,2823,1019,672,126,58,52,21,39,21,36,99,71,94,133,0,42,101,016902
42,101,001400,42101001400,14,Census Tract 14,G5020,S,315833,0,+39.9429436,-075.1715930,"Census Tract 14, Philadelphia County, Pennsylvania",1400000US42101001400,2757,2714,932,298,79,4171,94049,64352,2531,225,1111,3610,236,228,53,32,66,50,73,0,16,106,59,0,0,158,42,101,001400
42,101,013200,42101013200,132,Census Tract 132,G5020,S,426669,0,+39.9662042,-075.1571336,"Census Tract 132, Philadelphia County, Pennsylvania",1400000US42101013200,637,543,1607,139,234,2539,22788,24192,1207,260,283,1760,325,241,28,77,47,26,37,14,72,73,113,55,76,71,42,101,013200
42,101,027000,42101027000,270,Census Tract 270,G5020,S,642216,0,+40.0493231,-075.1331512,"Census Tract 270, Philadelphia County, Pennsylvania",1400000US42101027000,234,226,2175,265,12,2774,57411,28720,1001,225,417,1883,316,265,11,42,53,62,0,7,43,45,67,22,21,22,42,101,027000
42,101,035602,42101035602,356.02,Census Tract 356.02,G5020,S,1394858,1871,+40.1045720,-075.0419555,"Census Tract 356.02, Philadelphia County, Pennsylvania",1400000US42101035602,2649,2522,77,774,212,3650,79167,40151,1306,289,558,2719,338,357,43,61,91,39,34,23,18,59,77,59,52,46,42,101,035602
42,101,015101,42101015101,151.01,Census Tract 151.01,G5020,S,193072,0,+39.9869632,-075.1857502,"Census Tract 151.01, Philadelphia County, Pennsylvania",1400000US42101015101,78,72,1971,0,112,2174,29118,15965,1123,178,85,1334,306,240,17,34,27,0,30,17,25,23,4,17,36,9,42,101,015101
42,101,015102,42101015102,151.02,Census Tract 151.02,G5020,S,556569,0,+39.9861430,-075.1794280,"Census Tract 151.02, Philadelphia County, Pennsylvania",1400000US42101015102,12,2,3759,94,134,3865,16596,14861,2267,616,178,2642,522,370,0,54,23,0,35,19,33,41,87,47,111,21,42,101,015102
42,101,031402,42101031402,314.02,Census Tract 314.02,G5020,S,564137,0,+40.0432797,-075.0602860,"Census Tract 314.02, Philadelphia County, Pennsylvania",1400000US42101031402,2129,1538,811,2044,1661,5962,37639,17143,1932,1386,340,3629,809,875,47,44,74,28,0,49,81,38,52,44,85,40,42,101,031402
42,101,016701,42101016701,167.01,Census Tract 167.01,G5020,S,254216,0,+39.9911989,-075.1619033,"Census Tract 167.01, Philadelphia County, Pennsylvania",1400000US42101016701,49,39,2767,34,45,2919,30503,16798,1593,377,114,2017,340,383,35,32,9,34,11,22,19,9,51,57,10,51,42,101,016701
42,101,027901,42101027901,279.01,Census Tract 279.01,G5020,S,415780,0,+40.0458879,-075.1544482,"Census Tract 279.01, Philadelphia County, Pennsylvania",1400000US42101027901,194,137,3741,24,99,4155,46486,19233,1671,357,329,2866,613,338,38,37,19,39,0,20,52,136,129,47,18,56,42,101,027901
42,101,027902,42101027902,279.02,Census Tract 279.02,G5020,S,889785,0,+40.0374381,-075.1543087,"Census Tract 279.02, Philadelphia County, Pennsylvania",1400000US42101027902,1547,1478,2240,182,105,4095,28892,12930,1064,202,156,1532,287,173,23,35,42,10,20,48,19,73,46,28,18,20,42,101,027902
42,101,008702,42101008702,87.02,Census Tract 87.02,G5020,S,283544,0,+39.9538112,-075.2070434,"Census Tract 87.02, Philadelphia County, Pennsylvania",1400000US42101008702,1434,1316,282,638,210,2550,31823,27263,1477,26,587,1753,153,80,26,0,9,0,6,0,15,8,23,7,5,5,42,101,008702
42,101,008101,42101008101,81.01,Census Tract 81.01,G5020,S,243881,0,+39.9483645,-075.2360472,"Census Tract 81.01, Philadelphia County, Pennsylvania",1400000US42101008101,0,0,3310,0,6,3392,32277,13150,1213,242,199,1885,308,542,42,0,48,42,9,0,45,52,0,51,64,10,42,101,008101
42,101,007102,42101007102,71.02,Census Tract 71.02,G5020,S,415761,0,+39.9409204,-075.2282511,"Census Tract 71.02, Philadelphia County, Pennsylvania",1400000US42101007102,213,138,4001,0,301,4505,29183,16585,2108,455,231,3100,585,362,45,45,33,24,35,5,75,49,125,62,77,77,42,101,007102
42,101,008701,42101008701,87.01,Census Tract 87.01,G5020,S,259546,0,+39.9535660,-075.2104986,"Census Tract 87.01, Philadelphia County, Pennsylvania",1400000US42101008701,2163,1984,891,786,239,4061,44125,28052,1929,161,808,2773,321,257,0,0,39,12,0,0,16,0,0,0,19,32,42,101,008701
42,101,008102,42101008102,81.02,Census Tract 81.02,G5020,S,362526,0,+39.9522216,-075.2345584,"Census Tract 81.02, Philadelphia County, Pennsylvania",1400000US42101008102,133,133,5424,0,174,5599,27168,13556,2158,734,314,3583,792,518,7,41,91,9,41,0,35,76,32,60,95,130,42,101,008102
42,101,001002,42101001002,10.02,Census Tract 10.02,G5020,S,471655,0,+39.9450045,-075.1466193,"Census Tract 10.02, Philadelphia County, Pennsylvania",1400000US42101001002,3159,2999,85,177,160,3494,122358,98619,2107,27,1125,2991,229,178,31,24,76,35,55,10,18,133,125,17,47,10,42,101,001002
42,101,030502,42101030502,305.02,Census Tract 305.02,G5020,S,699364,0,+40.0457205,-075.1046628,"Census Tract 305.02, Philadelphia County, Pennsylvania",1400000US42101030502,1670,804,3917,751,1494,7059,44979,16646,2151,570,417,4043,1413,955,10,84,56,49,12,5,96,46,27,75,24,19,42,101,030502
42,101,031502,42101031502,315.02,Census Tract 315.02,G5020,S,578102,0,+40.0392658,-075.0548693,"Census Tract 315.02, Philadelphia County, Pennsylvania",1400000US42101031502,2441,2258,843,676,510,4461,43190,18873,1627,600,348,3120,530,535,19,101,40,11,15,40,74,21,51,48,31,22,42,101,031502
